name,N,nnz,nnz_per_row,csr_reuse_distance,num_diags,num_diag_elems,ratio_diag,num_ell_elems,ratio_ell,zero_rows,one_rows,two_rows,three_rows,four_rows,five_rows,small_rows,small_rows_elems,mean_diff_nnz,min_nnz_row,max_nnz_row,mean_nnz_row,vr_nnz_row,sd_nnz_row
lowThrust_12,18458,224593,12.167787,96.307541,14433,213913642,952.450174,264946132,1179.672260,0.000000,0.000000,0.027089,5.553148,5.558566,5.563983,16.702785,5.487259,1.620307,2,7177,12.167787,5581.471680,74.709251
dynamicSoaringProblem_8,3543,38136,10.763760,97.304382,2719,7151713,187.531807,9410208,246.753933,0.000000,0.000000,6.378775,12.475304,0.677392,7.084392,26.615862,8.204845,1.566911,2,1328,10.763760,728.898865,26.998127
freeFlyingRobot_1,798,5246,6.573935,95.825394,345,138022,26.309950,256956,48.981319,0.000000,0.125313,10.275689,10.025063,0.375940,10.150376,30.952381,15.669081,0.996236,1,161,6.573935,37.116745,6.092351
spaceStation_13,1617,23649,14.625232,96.304283,579,445227,18.826462,682374,28.854243,0.000000,0.123686,4.452690,0.000000,4.267161,0.000000,8.843537,1.784431,1.135520,1,211,14.625232,72.434441,8.510842
kineticBatchReactor_2,4361,44840,10.282045,94.926407,3539,11310733,252.246499,10169852,226.803122,0.000000,0.114653,4.654896,13.299702,1.994955,0.343958,20.408163,5.740410,1.884174,1,1166,10.282045,1091.361328,33.035759
lowThrust_1,584,6133,10.501713,95.744331,509,224112,36.541986,262800,42.850155,0.342466,4.280822,1.541096,6.335617,5.650685,5.821918,23.972603,7.435187,1.739280,0,225,10.501713,176.181335,13.273332
hangGlider_1,360,3477,9.658334,96.433708,417,106208,30.545873,229680,66.056946,0.000000,0.000000,0.555556,0.000000,0.277778,9.166667,10.000000,4.975554,2.688022,2,319,9.658334,273.547180,16.539261
spaceStation_11,1364,18954,13.895894,96.101089,511,329408,17.379339,485584,25.619078,0.000000,0.146628,4.472141,0.000000,4.472141,0.879765,9.970675,2.258099,1.206163,1,178,13.895894,65.310486,8.081491
tumorAntiAngiogenesis_8,490,4776,9.746939,97.236183,611,205886,43.108459,476280,99.723618,0.000000,0.000000,0.612245,0.000000,0.204082,20.000000,20.816326,10.469011,3.239264,2,486,9.746939,490.025696,22.136524
spaceShuttleEntry_2,1428,24073,16.857843,96.888634,1481,1537892,63.884518,3778488,156.959581,0.000000,0.000000,0.140056,0.000000,0.770308,0.070028,0.980392,0.220164,2.777155,2,1323,16.857843,1226.037842,35.014824
freeFlyingRobot_8,4398,34958,7.948613,96.738945,1795,3944882,112.846330,7749276,221.673894,0.000000,0.022738,10.050023,10.004547,0.000000,2.864938,22.942247,8.109732,1.063225,1,881,7.948613,187.370209,13.688324
spaceStation_8,1157,18945,16.374243,96.621803,461,250171,13.205120,349414,18.443600,0.000000,0.172861,4.494382,0.000000,4.235091,0.000000,8.902333,1.594088,1.123702,1,151,16.374243,76.891144,8.768760
dynamicSoaringProblem_7,3511,37680,10.731985,97.292992,2695,7023921,186.409793,9240952,245.248195,0.000000,0.000000,6.379949,12.475079,0.683566,7.091997,26.630590,8.235138,1.569231,2,1316,10.731985,722.410278,26.877691
hangGlider_3,10260,92703,9.035380,96.230972,11421,84556022,912.117429,187121880,2018.509433,0.000000,0.000000,0.019493,0.000000,7.329435,0.087719,7.436647,3.297628,2.670241,2,9119,9.035380,8095.156250,89.973083
hangGlider_2,1647,14754,8.958106,96.197639,1845,2185547,148.132506,4819122,326.631558,0.000000,0.000000,0.121433,0.000000,7.650273,0.546448,8.318154,3.748136,2.674362,2,1463,8.958106,1290.440063,35.922695
tumorAntiAngiogenesis_4,455,4593,10.094505,97.322014,569,177795,38.709993,410410,89.355541,0.000000,0.000000,0.659341,0.000000,0.219780,20.000000,20.879122,10.124102,3.251101,2,451,10.094505,454.134277,21.310427
orbitRaising_3,761,6098,8.013141,96.605446,63,23183,3.801738,31962,5.241391,0.000000,0.131406,9.329829,18.134035,1.051248,1.576873,30.223391,10.642834,0.817105,1,21,8.013141,17.051022,4.129288
reorientation_8,3108,37894,12.192407,96.239510,3701,8070254,212.969177,18150720,478.986647,0.000000,0.032175,0.096525,17.664093,5.855856,0.000000,23.648649,6.285955,2.722884,1,2920,12.192407,2752.661865,52.465816
tumorAntiAngiogenesis_1,205,1783,8.697561,97.251823,257,36101,20.247336,82410,46.219854,0.000000,0.000000,1.463415,0.000000,0.487805,20.487804,22.439024,12.338755,3.107843,2,201,8.697561,191.518768,13.839030
lowThrust_2,2312,26261,11.358564,95.975021,1867,3397458,129.372758,4152352,158.118579,0.000000,0.000000,0.216263,5.536332,5.579585,5.709342,17.041523,5.978447,1.586759,2,898,11.358564,695.894897,26.379820
kineticBatchReactor_5,7641,80767,10.570213,95.238152,6973,39054027,483.539403,40283352,498.760038,0.000000,0.065436,4.083235,13.322864,2.525847,0.183222,20.180605,5.602536,2.006283,1,2636,10.570213,2580.711914,50.800709
reorientation_2,1544,17910,11.599741,96.002235,1857,2001188,111.735790,4471424,249.660748,0.000000,0.064767,0.194301,17.681347,5.829016,0.000000,23.769430,6.621999,2.727155,1,1448,11.599741,1365.002563,36.945942
freeFlyingRobot_3,1718,12922,7.521537,96.494354,725,621424,48.090388,1185420,91.736573,0.000000,0.058207,10.128056,10.011642,0.174622,6.461001,26.833527,11.081876,1.075131,1,345,7.521537,79.571312,8.920276
freeFlyingRobot_13,5718,43994,7.693949,96.626816,2325,6643024,150.998409,13094220,297.636496,0.000000,0.017489,10.038475,10.003498,0.052466,5.194124,25.306051,9.914989,1.068742,1,1145,7.693949,240.300278,15.501622
spaceShuttleEntry_4,2450,39669,16.191429,96.778343,2503,4491034,113.212685,11132800,280.642315,0.000000,0.000000,0.081633,0.000000,0.000000,0.040816,0.122449,0.022688,2.776235,2,2272,16.191429,2103.880859,45.868080
lowThrust_7,17378,211561,12.174070,96.305084,13593,189638182,896.375901,234846292,1110.064199,0.000000,0.000000,0.028772,5.552998,5.558753,5.564507,16.705029,5.484943,1.617886,2,6757,12.174070,5254.836914,72.490257
kineticBatchReactor_8,8052,85194,10.580477,95.255531,7319,43133328,506.295373,43802880,514.154518,0.000000,0.062096,3.949329,13.350720,2.459016,0.186289,20.007452,5.555555,1.992299,1,2720,10.580477,2702.547607,51.986034
spaceStation_7,1134,18252,16.095238,96.581200,453,240834,13.194938,335664,18.390533,0.000000,0.176367,4.497355,0.000000,4.232804,0.000000,8.906526,1.621740,1.115622,1,148,16.095238,73.319038,8.562654
kineticBatchReactor_9,8115,86183,10.620210,95.240364,7365,43728077,507.386341,44145600,512.230950,0.000000,0.061614,3.918669,13.357979,2.439926,0.184843,19.963032,5.523131,1.989155,1,2720,10.620210,2723.503662,52.187199
kineticBatchReactor_4,7105,74869,10.537509,95.194275,6449,33602493,448.817174,34473460,460.450387,0.000000,0.070373,4.152006,13.314568,2.505278,0.197044,20.239267,5.629833,2.000000,1,2426,10.537509,2356.397949,48.542744
freeFlyingRobot_14,5958,43298,7.267204,96.457108,2421,7207840,166.470507,14215788,328.324357,0.000000,0.016784,10.036925,10.003357,0.050352,6.193354,26.300772,11.182964,1.055901,1,1193,7.267204,247.143372,15.720795
spaceStation_9,1180,19674,16.672882,96.711395,469,259684,13.199349,363440,18.473112,0.000000,0.169492,4.491526,0.000000,4.237288,0.000000,8.898305,1.565518,1.131467,1,154,16.672882,81.037010,9.002056
spaceShuttleEntry_1,560,6891,12.305357,95.588448,601,240628,34.919170,579040,84.028443,0.000000,0.000000,0.357143,0.000000,0.000000,6.607143,6.964286,2.742708,2.813953,2,517,12.305357,472.124329,21.728422
freeFlyingRobot_9,4778,39964,8.364169,96.909721,1949,4652668,116.421479,9145092,228.833250,0.000000,0.020929,10.046044,10.004186,0.000000,2.511511,22.582670,7.494245,1.078501,1,957,8.364169,205.178635,14.324058
kineticBatchReactor_6,7773,82500,10.613663,95.263031,7069,40259891,487.998679,41632188,504.632582,0.000000,0.064325,4.052489,13.328187,2.444359,0.102920,19.992281,5.506667,1.997941,1,2678,10.613663,2619.300293,51.179100
freeFlyingRobot_4,2358,18218,7.726039,96.613243,977,1151074,63.183335,2230668,122.443078,0.000000,0.042409,10.093300,10.008482,0.000000,2.417303,22.561493,8.068943,1.075520,1,473,7.726039,104.304268,10.212946
freeFlyingRobot_2,1338,11600,8.669656,96.939651,573,382252,32.952759,719844,62.055517,0.000000,0.074738,10.164425,10.014948,0.000000,1.793722,22.047832,6.853448,1.077786,1,269,8.669656,68.142311,8.254836
lowThrust_5,16262,198369,12.198315,96.315453,12725,166089032,837.273122,205649252,1036.700553,0.000000,0.000000,0.030747,5.552823,5.558972,5.565121,16.707663,5.474646,1.615276,2,6323,12.198315,4917.392578,70.124123
spaceShuttleEntry_3,1834,28757,15.679935,96.665161,1887,2526038,87.840804,6235600,216.837640,0.000000,0.000000,0.109051,0.000000,1.472192,0.054526,1.635769,0.406857,2.815603,2,1700,15.679935,1577.595093,39.718952
dynamicSoaringProblem_2,1591,15588,9.797611,96.959198,1259,1467343,94.132859,1896472,121.662304,0.000000,0.000000,6.536769,12.445004,4.022627,8.422376,31.426775,11.085450,1.623899,2,596,9.797611,332.915771,18.245979
lowThrust_4,13562,160947,11.867497,96.209930,10625,115570682,718.066705,143024852,888.645654,0.000000,0.000000,0.036868,5.552279,5.559652,5.581773,16.730570,5.635396,1.597080,2,5273,11.867497,4099.764160,64.029404
freeFlyingRobot_15,6038,43378,7.184167,96.389877,2451,7396426,170.510996,14599884,336.573470,0.000000,0.016562,10.036436,10.003312,0.049685,6.409407,26.515402,11.462031,1.043233,1,1209,7.184167,249.806931,15.805282
lowThrust_10,18260,222005,12.157995,96.305939,14279,209353724,943.013554,259292000,1167.955677,0.000000,0.000000,0.027382,5.553122,5.558598,5.564075,16.703176,5.491768,1.617942,2,7100,12.157995,5521.097168,74.304085
reorientation_4,2717,33630,12.377623,96.286057,3241,6172731,183.548350,13867568,412.357062,0.000000,0.036805,0.110416,17.666544,5.852043,0.000000,23.665808,6.193874,2.680412,1,2552,12.377623,2407.838135,49.069729
tumorAntiAngiogenesis_2,305,2699,8.849180,97.072990,383,80037,29.654316,183610,68.028900,0.000000,0.000000,0.983607,0.000000,0.327869,20.000000,21.311476,11.670989,3.171053,2,301,8.849180,295.938141,17.202852
kineticBatchReactor_7,7968,84508,10.605924,95.266724,7225,42122482,498.443721,43345920,512.920907,0.000000,0.062751,3.990964,13.340863,2.422189,0.175703,19.992470,5.528471,1.986193,1,2720,10.605924,2680.795410,51.776398
freeFlyingRobot_12,5578,41940,7.518824,96.564140,2267,6319750,150.685503,12461252,297.120935,0.000000,0.017928,10.039441,10.003586,0.053783,5.324489,25.439226,10.233667,1.061861,1,1117,7.518824,233.151062,15.269285
hangGlider_5,16011,155246,9.696209,96.492020,17811,205842695,1325.913035,455705082,2935.374064,0.000000,0.000000,0.012491,0.000000,4.384486,1.330335,5.727313,2.497327,2.692942,2,14231,9.696209,12639.419922,112.425179
dynamicSoaringProblem_3,2871,32022,11.153605,97.379929,2215,4710001,147.086409,6178392,192.942102,0.000000,0.000000,6.408917,12.469522,0.557297,6.513410,25.949146,7.622884,1.549826,2,1076,11.153605,593.428772,24.360394
kineticBatchReactor_3,5082,53219,10.472058,94.998024,4343,16293834,306.165730,13701072,257.447002,0.000000,0.098386,4.289650,13.360882,1.987406,0.157418,19.893744,5.490520,1.872072,1,1348,10.472058,1365.517944,36.952915
reorientation_7,3057,37150,12.152437,96.220726,3641,7808351,210.184415,17559408,472.662396,0.000000,0.032712,0.098135,17.664377,5.855414,0.000000,23.650639,6.306864,2.713351,1,2872,12.152437,2707.443359,52.033100
spaceStation_2,329,5817,17.680851,99.123260,241,35153,6.043149,28294,4.864019,0.000000,0.607903,4.863222,0.000000,3.951368,0.000000,9.422492,1.478425,0.634146,1,43,17.680851,70.527336,8.398055
tumorAntiAngiogenesis_3,410,3952,9.639025,97.241905,515,144702,36.614879,332920,84.240891,0.000000,0.000000,0.731707,0.000000,0.243902,20.000000,20.975609,10.627530,3.246944,2,406,9.639025,407.168182,20.178410
tumorAntiAngiogenesis_7,475,4597,9.677895,97.237328,593,193595,42.113335,447450,97.335219,0.000000,0.000000,0.631579,0.000000,0.210526,20.000000,20.842106,10.550359,3.240506,2,471,9.677895,474.681915,21.787195
goddardRocketProblem_2,867,9058,10.447520,96.853607,725,447389,49.391588,492456,54.366968,0.000000,0.000000,1.845444,0.576701,5.190311,3.114187,10.726644,3.996467,2.681293,2,284,10.447520,356.538757,18.882235
spaceStation_3,467,5103,10.927195,98.216736,261,55081,10.793847,56974,11.164805,0.000000,0.428266,4.710921,0.000000,4.710921,5.139186,14.989293,4.977464,1.154506,1,61,10.927195,32.328770,5.685839
dynamicSoaringProblem_6,3431,36741,10.708540,97.283691,2635,6709481,182.615634,8824532,240.182140,0.000000,0.000000,6.382979,12.474497,0.932673,7.315651,27.105801,8.451049,1.577259,2,1286,10.708540,706.360901,26.577452
orbitRaising_4,915,7790,8.513661,96.893456,63,27873,3.578049,42090,5.403081,0.000000,0.109290,9.289618,18.142076,0.000000,0.000000,27.540983,8.587934,0.784464,1,23,8.513661,18.542618,4.306114
spaceStation_1,99,927,9.363636,98.705505,127,5927,6.393743,3366,3.631068,0.000000,2.020202,6.060606,0.000000,18.181818,0.000000,26.262627,9.277239,1.408163,1,17,9.363636,26.292007,5.127573
freeFlyingRobot_7,3918,31046,7.923941,96.730659,1605,3141304,101.182246,6151260,198.133737,0.000000,0.025523,10.056151,10.005105,0.000000,3.215926,23.302706,8.358564,1.067654,1,785,7.923941,168.206375,12.969440
freeFlyingRobot_16,6078,44006,7.240211,96.430031,2469,7498888,170.406036,14793852,336.178067,0.000000,0.016453,10.036196,10.003290,0.049358,6.367226,26.472525,11.343907,1.046898,1,1217,7.240211,251.975174,15.873726
dynamicSoaringProblem_4,3191,36516,11.443435,97.469604,2459,5814943,159.243701,7632872,209.028152,0.000000,0.000000,6.392980,12.472579,0.000000,6.236290,25.101849,7.111951,1.538558,2,1196,11.443435,658.752197,25.666168
spaceStation_4,950,13626,14.343158,96.139732,397,175742,12.897549,235600,17.290474,0.000000,0.210526,4.526316,0.000000,4.210526,0.000000,8.947369,1.820050,1.044257,1,124,14.343158,55.743172,7.466135
spaceStation_12,1410,19728,13.991489,96.112122,523,348972,17.689173,518880,26.301703,0.000000,0.141844,4.468085,0.000000,4.468085,0.851064,9.929078,2.230333,1.200852,1,184,13.991489,66.008469,8.124559
OPF_3754,15435,141478,9.166051,94.290985,19659,187290171,1323.811271,1975680,13.964574,0.000000,0.000000,4.139942,4.535147,8.344671,11.039845,28.059605,12.051344,2.969224,2,64,9.166051,32.225628,5.676762
TSC_OPF_1047,8140,2012833,247.276779,99.650345,9171,45867584,22.787576,24843280,12.342445,0.000000,0.012285,0.000000,1.891892,7.100737,7.113022,16.117935,0.281693,0.875783,1,1526,247.276779,104721.460938,323.606964
OPF_10000,43887,426898,9.727208,94.098824,57807,1575229987,3689.944640,5090892,11.925312,0.000000,0.000000,3.807506,3.055575,6.881309,11.643539,25.387928,10.539989,3.098095,2,58,9.727208,36.875435,6.072515
HTC_336_9129,226340,762969,3.370898,94.595589,77373,15107443404,19800.861377,-1,-0.000001,0.000000,6.536626,65.436508,12.739684,3.849519,0.622957,89.185295,57.593430,0.468214,1,7393,3.370898,1015.616699,31.868742
OPF_6000,29902,274697,9.186576,93.654099,38963,720383396,2622.465466,4545104,16.545881,0.000000,0.000000,6.768778,5.039797,5.999599,12.290148,30.098322,12.420959,2.942009,2,76,9.186576,37.703434,6.140312
HTC_336_4438,226340,783496,3.461589,94.780060,77747,15171153972,19363.409605,-1,-0.000001,0.000000,6.536626,65.436508,12.739684,3.852169,0.602191,89.167183,56.057594,0.454349,1,7393,3.461589,1178.643921,34.331383
TSC_OPF_300,9774,820783,83.976158,99.672028,9983,67859034,82.675974,82218888,100.171285,0.000000,0.010231,0.491099,0.214856,0.020462,0.879885,1.616534,0.072857,1.335209,1,4206,83.976158,37242.097656,192.982117
Stanford,281903,2312497,8.203166,10.399105,486348,76701272624,33168.160920,-1,-0.000000,7.206379,23.701769,24.801085,14.324430,7.467817,4.262105,81.763588,20.413950,12.735898,0,38606,8.203166,27640.576172,166.254547
Stanford_Berkeley,683446,7583376,11.095794,94.429764,337674,170565430951,22492.018192,-1,-0.000000,9.958651,26.832844,18.844210,11.152746,7.317623,4.831398,78.937469,13.645439,11.503337,0,83448,11.095794,81051.296875,284.695099
cage4,9,49,5.444445,263773.468750,11,65,1.326531,108,2.204082,0.000000,0.000000,0.000000,0.000000,0.000000,55.555557,55.555557,51.020409,0.250000,5,6,5.444445,0.246914,0.496904
cage6,93,785,8.440860,99.108284,85,6019,7.667516,2418,3.080255,0.000000,0.000000,0.000000,0.000000,0.000000,17.204302,17.204302,10.191083,0.326087,5,13,8.440860,4.805644,2.192178
cage7,340,3084,9.070588,97.924774,277,74826,24.262646,10880,3.527886,0.000000,0.000000,0.000000,2.352941,0.000000,11.764706,14.117647,7.263294,1.050148,3,16,9.070588,8.595019,2.931726
cage9,3534,41594,11.769666,96.259079,2451,7002446,168.352310,162564,3.908352,0.000000,0.000000,0.000000,0.452745,0.000000,4.527448,4.980192,2.038756,0.718370,3,23,11.769666,14.076556,3.751874
cage12,130228,2032536,15.607519,93.550667,75465,8207332260,4037.976331,8595048,4.228731,0.000000,0.000000,0.000000,0.000000,0.000000,0.786313,0.786313,0.251902,0.365992,5,33,15.607519,22.177359,4.709284
cage11,39082,559722,14.321733,94.517815,23497,759997856,1357.813086,2423084,4.329085,0.000000,0.000000,0.000000,0.081879,0.000000,1.555703,1.637583,0.560278,0.535606,3,31,14.321733,20.018349,4.474187
cage10,11397,150645,13.217952,95.787445,7531,70217641,466.113319,569850,3.782734,0.000000,0.000000,0.000000,0.000000,0.000000,2.246205,2.246205,0.849680,0.344156,5,25,13.217952,15.869552,3.983661
cage5,37,233,6.297297,98.712448,39,1043,4.476395,740,3.175966,0.000000,0.000000,0.000000,10.810811,0.000000,27.027027,37.837837,26.609442,1.333333,3,10,6.297297,3.506209,1.872487
cage8,1015,11003,10.840394,97.055351,779,634409,57.657821,36540,3.320912,0.000000,0.000000,0.000000,0.000000,0.000000,6.305418,6.305418,2.908298,0.358974,5,18,10.840394,10.015892,3.164789
cage13,445315,7479343,16.795624,92.816383,243009,90795412569,12139.490403,34734570,4.644067,0.000000,0.000000,0.000000,0.014372,0.000000,0.519183,0.533555,0.157126,0.464342,3,39,16.795624,26.299753,5.128328
utm5940,5940,83842,14.114815,98.665344,72,415187,4.952017,356400,4.250853,0.000000,0.303030,5.319865,1.430976,2.794613,0.892256,10.740741,2.187448,6.061626,1,30,14.114815,40.244884,6.343885
utm300,300,3155,10.516666,98.383522,71,19435,6.160063,19800,6.275753,0.000000,4.666667,8.333333,4.666667,11.666667,6.333333,35.666668,10.808241,6.535117,1,33,10.516666,58.789715,7.667445
utm1700b,1700,21509,12.652353,98.502953,72,115987,5.392487,98600,4.584128,0.000000,1.000000,8.823529,2.470588,4.529412,2.352941,19.176470,4.421405,5.507946,1,29,12.652353,44.618519,6.679709
utm3060,3060,42211,13.794444,98.597519,72,213907,5.067565,177480,4.204591,0.000000,0.555556,5.816993,1.241830,2.581699,2.222222,12.418301,2.707825,5.971886,1,29,13.794444,41.379669,6.432703
LeGresley_87936,87936,593276,6.746679,86.610283,19575,1103740497,1860.416563,9848832,16.600759,0.000000,3.377456,1.022334,0.048899,22.652838,0.193322,27.294851,14.399200,2.315529,1,56,6.746679,11.146914,3.338699
LeGresley_2508,2508,16727,6.669458,95.318947,662,1099593,65.737610,140448,8.396485,0.000000,15.111643,0.558214,0.000000,12.998405,0.318979,28.987242,10.468105,3.845632,1,28,6.669458,15.921440,3.990168
LeGresley_4908,4908,30482,6.210677,79.597794,5511,16187187,531.040844,373008,12.236992,0.000000,3.911980,0.142624,0.000000,43.215160,0.325998,47.595760,28.771078,1.872020,1,38,6.210677,10.518671,3.243250
pds10,16558,149658,9.038410,95.714897,6197,54334886,363.060351,3212252,21.463951,0.000000,0.000000,0.930064,2.923058,6.111849,16.807585,26.772556,13.178714,4.920396,2,97,9.038410,52.675625,7.257798
minsurfo,40806,203622,4.990002,96.253845,7,284834,1.398837,489672,2.404809,0.000000,0.004901,0.000000,0.009802,1.960496,97.024948,99.000145,98.797775,0.020194,1,6,4.990002,0.030691,0.175188
inline_1,503712,36816170,73.089722,98.260193,486555,183400159504,4981.511100,849258432,23.067539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.068323,18,843,73.089722,1268.706421,35.618904
ldoor,952203,42493817,44.626846,98.751190,972411,651447051597,15330.396222,146639262,3.450838,0.000000,4.480767,0.000000,0.000000,0.000000,0.000000,4.480767,0.100405,5.293198,1,77,44.626846,218.220230,14.772279
bmwcra_1,148770,10641602,71.530563,98.682449,66217,5889532818,553.444192,104436540,9.813987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.845842,24,351,71.530563,341.377625,18.476408
oilpan,73752,2148558,29.132200,99.277328,4775,345501560,160.806252,9292752,4.325111,0.000000,23.671223,0.000000,0.000000,0.000000,0.000000,23.671223,0.812545,16.669348,1,63,29.132200,353.840546,18.810650
copter2,55476,759952,13.698752,91.028114,71805,2361583890,3107.543490,4992840,6.569941,0.000000,0.000000,0.000000,0.000000,0.010815,0.219915,0.230730,0.083426,4.828896,4,45,13.698752,17.541801,4.188293
wathen120,36441,565761,15.525397,98.223808,221,8019329,14.174411,1530522,2.705245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.292700,8,21,15.525397,14.615289,3.822995
apache2,715176,4817870,6.736621,95.589233,11,7598768,1.577205,11442816,2.375078,0.000000,0.000000,0.000000,0.000000,0.001119,0.335582,0.336700,0.249737,0.007489,4,8,6.736621,0.200706,0.448002
jnlbrng1,40000,199200,4.980000,96.246986,5,199598,1.001998,400000,2.008032,0.000000,0.000000,0.000000,0.010000,1.980000,98.010002,100.000000,100.000000,0.010050,3,5,4.980000,0.019803,0.140723
ford1,18728,101576,5.423750,92.169411,11555,120041306,1181.788080,749120,7.374970,0.000000,0.000000,0.000000,0.950449,16.061512,62.937847,79.949806,70.391624,0.365248,3,20,5.423750,2.719920,1.649218
torsion1,40000,197608,4.940200,96.216751,5,199598,1.010070,400000,2.024210,0.000000,0.010000,1.980000,0.000000,0.000000,98.010002,100.000000,100.000000,0.029851,1,5,4.940200,0.176215,0.419780
opt1,15449,1930655,124.969574,99.675186,3125,45824067,23.734985,7508214,3.888946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.449508,44,243,124.969574,1805.943970,42.496399
finance256,37376,298496,7.986301,96.280014,23995,447546976,1499.339944,4111360,13.773585,0.000000,0.000000,0.000000,4.109589,10.273973,18.493151,32.876713,18.267582,2.232669,3,55,7.986301,39.414906,6.278129
cvxbqp1,50000,349968,6.999360,88.448372,66667,2222227778,6349.802776,900000,2.571664,0.000000,0.000000,0.002000,0.000000,0.002000,50.000000,50.004002,35.719265,3.999060,2,9,6.999360,3.999880,1.999970
s3dkq4m2,90449,4427725,48.952724,99.617752,661,59496367,13.437232,9768492,2.206210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.641595,13,54,48.952724,27.543056,5.248148
gridgena,48962,512084,10.458805,98.217285,49,2385574,4.658560,1664708,3.250849,0.000000,0.000000,0.000000,0.000000,0.000000,8.312569,8.312569,3.973957,0.527256,5,17,10.458805,5.422520,2.328630
ramage02,16830,2866352,170.312057,99.641602,5715,86852822,30.300822,9088200,3.170650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.294018,45,270,170.312057,2793.766113,52.856091
crankseg_1,52804,10614210,201.011475,99.155693,96059,2760121168,260.040188,285458424,26.893987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.625703,48,2703,201.011475,7861.683105,88.666130
wathen100,30401,471601,15.512680,98.222862,221,6684489,14.174035,1276842,2.707462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.289013,8,21,15.512680,14.652673,3.827881
s3dkt3m2,90449,3686223,40.754711,99.540855,655,58955455,15.993459,7597716,2.061111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.545219,7,42,40.754711,10.188316,3.191914
hood,220542,9895422,44.868652,98.629005,351617,42519044120,4296.839904,33963468,3.432240,0.000000,4.492115,0.000000,0.000000,0.000000,0.000000,4.492115,0.100117,5.396317,1,77,44.868652,239.469818,15.474813
ford2,100196,544688,5.436225,91.927673,58039,3460770146,6353.674298,6011760,11.037071,0.000000,0.000000,0.014971,0.808416,13.021478,59.475430,73.320290,64.735779,0.416667,2,30,5.436225,2.427855,1.558158
obstclae,40000,197608,4.940200,96.216751,5,199598,1.010070,400000,2.024210,0.000000,0.010000,1.980000,0.000000,0.000000,98.010002,100.000000,100.000000,0.029851,1,5,4.940200,0.176215,0.419780
vanbody,47072,2329056,49.478584,98.809174,5611,256073836,109.947479,21747264,9.337373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.185996,6,231,49.478584,311.769196,17.656986
pwt,36519,326107,8.929790,97.508179,31095,639691213,1961.599147,1168608,3.583511,0.000000,0.153345,0.147868,0.076672,0.161560,0.049289,0.588735,0.176016,0.156882,1,16,8.929790,0.626714,0.791653
bmw7st_1,141347,7318399,51.776119,99.064606,132391,12288208379,1679.084234,122971890,16.803114,0.000000,0.000707,0.016979,0.014857,0.007782,0.025469,0.065796,0.004591,1.563037,1,435,51.776119,163.670364,12.793372
crankseg_2,63838,14148858,221.636917,99.126213,117505,4044641688,285.863473,437034948,30.888355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.854191,48,3423,221.636917,9190.829102,95.868813
srb1,54924,2962152,53.931831,99.472878,26741,1027141716,346.755236,29658960,10.012639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027420,36,270,53.931831,24.028282,4.901865
copter1,17222,211064,12.255487,96.632301,35,384350,1.821012,654436,3.100652,0.000000,0.000000,0.000000,0.000000,0.040646,0.847753,0.888399,0.359133,10.999767,4,19,12.255487,33.061852,5.749944
apache1,80800,542184,6.710198,95.564240,7,563780,1.039831,1131200,2.086377,0.000000,0.000000,0.000000,0.000000,0.009901,1.004951,1.014851,0.754725,0.022302,4,7,6.710198,0.226437,0.475854
thermal2,1228045,8580313,6.986969,80.480255,666019,487030011323,56761.333919,27016990,3.148718,0.000000,0.078010,0.000000,0.000733,0.032491,1.435371,1.546605,1.057257,0.866787,1,11,6.986969,0.658738,0.811627
thermal1,82654,574458,6.950154,86.993477,32513,1767502670,3076.817922,1818388,3.165398,0.000000,0.300046,0.000000,0.007259,0.119776,2.189852,2.616933,1.690637,0.902193,1,11,6.950154,0.768826,0.876827
fp,7548,834222,110.522255,98.974731,15027,56824528,68.116794,13586400,16.286312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.182457,8,900,110.522255,40749.617188,201.865341
cz308,308,3182,10.331169,98.962914,154,41503,13.043055,16632,5.226901,0.000000,0.324675,0.000000,0.000000,0.000000,62.012985,62.337662,30.043997,4.201954,1,27,10.331169,53.221382,7.295299
cz1268,1268,12786,10.083596,98.029091,272,326077,25.502659,68472,5.355232,0.000000,0.078864,0.000000,0.000000,0.000000,64.274445,64.353310,31.878616,4.067877,1,27,10.083596,51.420780,7.170828
